Gene	HUGO	Chromosome	Strand	Transcript	TranscriptLength	nIntrons	IntronNb	IntronLength	IntronStart	IntronEnd	canonical
ENSG00000103064	SLC7A6	16	1	ENST00000566454	6308	11	3	12497	68309152	68321649	1
ENSG00000252026	U6	16	-1	ENST00000516217	96	0	-9	-9	-9	-9	1
ENSG00000103061	SLC7A6OS	16	-1	ENST00000263997	4064	4	1	6103	68338135	68344238	1
ENSG00000132600	PRMT7	16	1	ENST00000339507	4238	18	5	8285	68363077	68371362	1
ENSG00000222177	U4	16	-1	ENST00000410245	143	0	-9	-9	-9	-9	1
ENSG00000103056	SMPD3	16	-1	ENST00000219334	5450	8	0	61694	68420562	68482256	1
ENSG00000103056	SMPD3	16	-1	ENST00000561749	627	1	0	75966	68406290	68482256	0
ENSG00000199263	Y_RNA	16	-1	ENST00000362393	112	0	-9	-9	-9	-9	1
ENSG00000241334	RPL35AP33	16	-1	ENST00000482557	334	0	-9	-9	-9	-9	1
ENSG00000184939	ZFP90	16	1	ENST00000570495	4636	4	1	18173	68573728	68591901	1
ENSG00000201164	U4	16	1	ENST00000364294	144	0	-9	-9	-9	-9	1
ENSG00000062038	CDH3	16	1	ENST00000264012	3702	15	1	30635	68679653	68710288	1
ENSG00000039068	CDH1	16	1	ENST00000261769	4875	15	1	63259	68772314	68835573	1
ENSG00000200558	RNA5SP429	16	1	ENST00000363688	109	0	-9	-9	-9	-9	1
ENSG00000260459	FTLP14	16	1	ENST00000562087	484	0	-9	-9	-9	-9	1
ENSG00000103047	TANGO6	16	1	ENST00000261778	4816	17	14	48660	69008071	69056731	1
ENSG00000199979	Y_RNA	16	-1	ENST00000363109	102	0	-9	-9	-9	-9	1
ENSG00000202497	U6	16	-1	ENST00000365627	104	0	-9	-9	-9	-9	1
ENSG00000244378	RPS2P45	16	1	ENST00000469997	2057	0	-9	-9	-9	-9	1
ENSG00000103044	HAS3	16	1	ENST00000306560	4220	3	1	3410	69143934	69147344	1
ENSG00000168802	CHTF8	16	-1	ENST00000448552	2903	3	0	10991	69155396	69166387	1
ENSG00000263203	CHTF8	16	-1	ENST00000574807	1575	0	-9	-9	-9	-9	1
ENSG00000141076	CIRH1A	16	1	ENST00000314423	2322	16	5	7148	69177292	69184440	1
ENSG00000207083	RNU6-22	16	-1	ENST00000384355	107	0	-9	-9	-9	-9	1
ENSG00000168807	SNTB2	16	1	ENST00000336278	9789	6	0	57856	69221649	69279505	1
ENSG00000168807	SNTB2	16	1	ENST00000360496	415	2	0	57869	69221636	69279505	0
ENSG00000200164	Y_RNA	16	1	ENST00000363294	101	0	-9	-9	-9	-9	1
ENSG00000132612	VPS4A	16	1	ENST00000254950	2203	10	0	4476	69345435	69349911	1
ENSG00000213380	COG8	16	-1	ENST00000306875	4247	5	0	2464	69370615	69373079	1
ENSG00000258429	PDF	16	-1	ENST00000288022	1158	1	0	818	69363082	69363900	1
ENSG00000260371	COG8	16	-1	ENST00000563634	564	2	0	19497	69370615	69390112	1
ENSG00000132603	NIP7	16	1	ENST00000254940	2402	4	2	848	69374235	69375083	1
ENSG00000157315	TMED6	16	-1	ENST00000288025	938	3	2	4148	69377543	69381691	1
ENSG00000132604	TERF2	16	-1	ENST00000254942	2951	9	2	12225	69406258	69418483	1
ENSG00000103018	CYB5B	16	1	ENST00000307892	4286	4	0	22293	69458760	69481053	1
ENSG00000102908	NFAT5	16	1	ENST00000349945	14219	15	1	57855	69602451	69660306	0
ENSG00000102908	NFAT5	16	1	ENST00000566899	4914	13	0	60029	69600277	69660306	0
ENSG00000181019	NQO1	16	-1	ENST00000320623	2912	5	0	7899	69752437	69760336	1
ENSG00000261602	CTD-2033A16.1	16	1	ENST00000562696	575	1	0	136	69744004	69744140	1
ENSG00000262136	CTD-2033A16.3	16	1	ENST00000575838	592	1	0	14960	69761078	69776038	1
ENSG00000141101	NOB1	16	-1	ENST00000268802	1734	8	6	3215	69778920	69782135	1
ENSG00000260290	CTD-2033A16.2	16	-1	ENST00000566277	1402	0	-9	-9	-9	-9	1
ENSG00000198373	WWP2	16	1	ENST00000359154	4515	23	3	40831	69833198	69874029	1
ENSG00000252670	Y_RNA	16	1	ENST00000516861	92	0	-9	-9	-9	-9	1
ENSG00000252443	SNORA62	16	-1	ENST00000516634	120	0	-9	-9	-9	-9	1
ENSG00000157322	CLEC18A	16	1	ENST00000288040	2155	11	2	4369	69988476	69992845	1
ENSG00000196696	PDXDC2P	16	-1	ENST00000531894	4184	25	0	22753	70076906	70099659	1
ENSG00000090857	PDPR	16	1	ENST00000288050	7999	18	2	6541	70154622	70161163	1
ENSG00000157335	CLEC18C	16	1	ENST00000569347	1970	11	2	4370	70211383	70215753	1
ENSG00000269746	AC009060.1	16	-1	ENST00000601706	381	0	-9	-9	-9	-9	1
ENSG00000269866	FKSG63	16	1	ENST00000594734	381	0	-9	-9	-9	-9	1
ENSG00000223496	EXOSC6	16	-1	ENST00000435634	1700	0	-9	-9	-9	-9	1
ENSG00000090861	AARS	16	-1	ENST00000261772	3477	20	0	6637	70316687	70323324	1
ENSG00000157349	DDX19B	16	1	ENST00000288071	3386	11	0	13255	70333257	70346512	1
ENSG00000260537	DDX19B	16	1	ENST00000567706	867	7	6	40397	70359591	70399988	1
ENSG00000168872	DDX19A	16	1	ENST00000302243	2997	11	3	5171	70390150	70395321	1
ENSG00000157350	ST3GAL2	16	-1	ENST00000393640	5345	5	1	6436	70422449	70428885	1
ENSG00000240043	RPS27P26	16	-1	ENST00000494583	239	0	-9	-9	-9	-9	1
ENSG00000200153	RNU6-23	16	-1	ENST00000363283	107	0	-9	-9	-9	-9	1
ENSG00000157353	FUK	16	1	ENST00000288078	4081	23	0	8539	70488533	70497072	1
ENSG00000103051	COG4	16	-1	ENST00000323786	2833	18	7	7315	70534994	70542309	1
ENSG00000189091	SF3B3	16	1	ENST00000302516	6969	25	10	6004	70582345	70588349	1
ENSG00000221514	SNORD111B	16	1	ENST00000408587	80	0	-9	-9	-9	-9	1
ENSG00000221066	SNORD111	16	1	ENST00000408139	94	0	-9	-9	-9	-9	1
ENSG00000157368	IL34	16	1	ENST00000563721	703	2	0	66499	70613952	70680451	0
ENSG00000132613	MTSS1L	16	-1	ENST00000338779	4992	14	10	8766	70699443	70708209	1
ENSG00000268927	FLJ00418	16	1	ENST00000597002	4170	0	-9	-9	-9	-9	1
ENSG00000103043	VAC14	16	-1	ENST00000261776	3099	18	13	32684	70732714	70765398	1
ENSG00000157423	HYDIN	16	-1	ENST00000321489	3685	19	0	43644	71220821	71264465	1
ENSG00000221725	U6atac	16	1	ENST00000408798	117	0	-9	-9	-9	-9	1
ENSG00000251700	SNORD112	16	1	ENST00000515891	62	0	-9	-9	-9	-9	1
ENSG00000223316	AC027281.1	16	-1	ENST00000411384	130	0	-9	-9	-9	-9	1
ENSG00000180917	FTSJD1	16	-1	ENST00000338099	4869	2	1	2939	71319842	71322781	1
ENSG00000261260	CTD-2520I13.1	16	1	ENST00000567721	434	1	0	854	71335698	71336552	1
ENSG00000221237	AC106736.1	16	1	ENST00000408310	111	0	-9	-9	-9	-9	1
ENSG00000172137	CALB2	16	1	ENST00000302628	1466	10	0	13267	71392789	71406056	1
ENSG00000167377	ZNF23	16	-1	ENST00000393539	3242	5	0	4831	71490731	71495562	1
ENSG00000261611	ZNF19	16	-1	ENST00000561908	3677	11	4	14580	71497551	71512131	1
ENSG00000157429	ZNF19	16	-1	ENST00000288177	3213	5	0	4524	71518651	71523175	1
ENSG00000157429	ZNF19	16	-1	ENST00000564225	532	5	0	51259	71528921	71580180	0
ENSG00000157429	ZNF19	16	-1	ENST00000566202	587	4	1	61454	71518651	71580105	0
ENSG00000140835	CHST4	16	1	ENST00000338482	2412	2	1	10348	71560215	71570563	1
ENSG00000252339	U6	16	-1	ENST00000516530	99	0	-9	-9	-9	-9	1
ENSG00000198650	TAT	16	-1	ENST00000355962	3983	11	2	2316	71607509	71609825	1
ENSG00000140832	MARVELD3	16	1	ENST00000299952	2214	2	1	10896	71663397	71674293	1
ENSG00000040199	PHLPP2	16	-1	ENST00000568954	8317	18	2	11889	71724612	71736501	1
ENSG00000199301	U6	16	1	ENST00000362431	107	0	-9	-9	-9	-9	1
ENSG00000263666	SNORA70D	16	-1	ENST00000578836	135	0	-9	-9	-9	-9	1
ENSG00000207471	SNORA70D	16	-1	ENST00000384740	135	0	-9	-9	-9	-9	1
ENSG00000166747	AP1G1	16	-1	ENST00000393512	3593	23	0	19281	71823385	71842666	1
ENSG00000223224	SNORD71	16	-1	ENST00000411292	86	0	-9	-9	-9	-9	1
ENSG00000224470	ATXN1L	16	1	ENST00000427980	7881	2	0	1906	71880007	71881913	1
ENSG00000261750	IST1	16	1	ENST00000568581	503	4	1	67555	71881974	71949529	1
ENSG00000102984	ZNF821	16	-1	ENST00000425432	1951	7	2	11870	71901940	71913810	1
ENSG00000182149	IST1	16	1	ENST00000329908	2356	9	0	20037	71929492	71949529	1
ENSG00000187008	PKD1L3	16	-1	ENST00000534738	5195	29	15	8904	71988200	71997104	1
ENSG00000242176	RPL39P31	16	-1	ENST00000467090	155	0	-9	-9	-9	-9	1
ENSG00000263232	ATP5A1P3	16	-1	ENST00000573189	1507	0	-9	-9	-9	-9	1
ENSG00000102967	DHODH	16	1	ENST00000219240	2065	8	3	4018	72051005	72055023	1
ENSG00000140830	TXNL4B	16	-1	ENST00000268483	2556	3	0	2581	72124685	72127266	1
ENSG00000257017	HP	16	1	ENST00000355906	1443	6	0	1504	72088556	72090060	1
ENSG00000261701	HPR	16	1	ENST00000540303	1244	4	0	10632	72097159	72107791	1
ENSG00000140829	DHX38	16	1	ENST00000268482	4608	26	0	2088	72127950	72130038	1
ENSG00000118557	PMFBP1	16	-1	ENST00000237353	3527	20	2	10305	72188358	72198663	1
ENSG00000207514	U6	16	1	ENST00000384783	57	0	-9	-9	-9	-9	1
ENSG00000261008	AC004158.2	16	-1	ENST00000561611	2194	2	0	185102	72513689	72698791	1
ENSG00000261008	AC004158.2	16	-1	ENST00000561611	2194	2	1	52226	72461356	72513582	1
ENSG00000261008	AC004158.2	16	-1	ENST00000570035	831	4	0	94377	72604414	72698791	0
ENSG00000260664	AC004158.3	16	1	ENST00000564508	3226	0	-9	-9	-9	-9	1
ENSG00000221286	AC092289.1	16	-1	ENST00000408359	96	0	-9	-9	-9	-9	1
ENSG00000238731	U7	16	1	ENST00000459216	62	0	-9	-9	-9	-9	1
ENSG00000261764	KRT18P18	16	1	ENST00000565278	1279	0	-9	-9	-9	-9	1
ENSG00000140836	ZFHX3	16	-1	ENST00000268489	16064	9	0	87558	72994093	73081651	1
ENSG00000140836	ZFHX3	16	-1	ENST00000268489	16064	9	2	60507	72923861	72984368	1
ENSG00000140836	ZFHX3	16	-1	ENST00000268489	16064	9	3	59872	72863758	72923630	1
ENSG00000140836	ZFHX3	16	-1	ENST00000397992	13841	8	0	107565	72984864	73092429	0
ENSG00000265573	AC004943.1	16	-1	ENST00000584072	81	0	-9	-9	-9	-9	1
ENSG00000251868	RNU7-71P	16	-1	ENST00000516059	60	0	-9	-9	-9	-9	1
ENSG00000221799	AC132068.1	16	1	ENST00000408872	98	0	-9	-9	-9	-9	1
ENSG00000197445	C16orf47	16	-1	ENST00000358463	1308	3	1	12658	73164993	73177651	1
ENSG00000261227	AC140912.1	16	1	ENST00000577171	1054	0	-9	-9	-9	-9	1
ENSG00000260848	CTD-2009A10.1	16	1	ENST00000567227	532	3	0	10264	73577907	73588171	1
ENSG00000225178	RPSAP56	16	-1	ENST00000484897	886	0	-9	-9	-9	-9	1
ENSG00000261404	AC009120.4	16	-1	ENST00000569389	845	2	0	90457	74240064	74330521	0
ENSG00000261404	AC009120.4	16	-1	ENST00000569389	845	2	1	151300	74088504	74239804	0
ENSG00000261404	AC009120.4	16	-1	ENST00000568137	966	3	2	13179	74226625	74239804	1
ENSG00000261404	AC009120.4	16	-1	ENST00000562888	419	1	0	90249	74240064	74330313	0
ENSG00000260471	AC009120.8	16	1	ENST00000563335	499	0	-9	-9	-9	-9	1
ENSG00000261248	AC009120.10	16	1	ENST00000561669	475	1	0	4631	74316336	74320967	1
ENSG00000103035	PSMD7	16	1	ENST00000219313	1670	6	0	3127	74330886	74334013	1
ENSG00000259972	AC009120.6	16	-1	ENST00000566411	679	1	0	4428	74339469	74343897	1
ENSG00000239763	AC009120.3	16	-1	ENST00000493458	473	1	0	310	74346617	74346927	1
ENSG00000260884	AC009120.5	16	1	ENST00000564455	513	1	0	1786	74347258	74349044	1
ENSG00000196436	NPIPL2	16	1	ENST00000429990	1428	6	3	4076	74419647	74423723	1
ENSG00000140839	CLEC18B	16	-1	ENST00000339953	1865	12	2	4383	74447574	74451957	1
ENSG00000090863	GLG1	16	-1	ENST00000205061	3730	26	0	74504	74566051	74640555	1
ENSG00000090863	GLG1	16	-1	ENST00000447066	3626	25	0	97732	74542823	74640555	0
ENSG00000251794	U6	16	1	ENST00000515985	71	0	-9	-9	-9	-9	1
ENSG00000207525	Y_RNA	16	-1	ENST00000384794	101	0	-9	-9	-9	-9	1
ENSG00000168411	RFWD3	16	-1	ENST00000361070	4957	12	1	8810	74686020	74694830	1
ENSG00000168404	MLKL	16	-1	ENST00000308807	2523	10	3	5694	74719481	74725175	1
ENSG00000103089	FA2H	16	-1	ENST00000219368	2424	6	0	34371	74774013	74808384	1
ENSG00000263661	AC009132.1	16	1	ENST00000577804	101	0	-9	-9	-9	-9	1
ENSG00000103091	WDR59	16	-1	ENST00000262144	3695	25	0	19142	74999720	75018862	1
ENSG00000186187	ZNRF1	16	1	ENST00000335325	4620	4	0	93477	75033993	75127470	1
ENSG00000186187	ZNRF1	16	1	ENST00000568511	485	3	0	82059	75036268	75118327	0
ENSG00000166816	LDHD	16	-1	ENST00000300051	2067	10	0	989	75149558	75150547	1
ENSG00000184517	ZFP1	16	1	ENST00000393430	3250	3	1	13804	75186864	75200668	1
ENSG00000168928	CTRB2	16	-1	ENST00000303037	901	6	0	897	75240091	75240988	1
ENSG00000168925	CTRB1	16	1	ENST00000361017	858	6	0	3709	75252957	75256666	1
ENSG00000050820	BCAR1	16	-1	ENST00000418647	3387	7	1	21261	75276988	75298249	1
ENSG00000252101	U6	16	-1	ENST00000516292	87	0	-9	-9	-9	-9	1
ENSG00000153774	CFDP1	16	-1	ENST00000283882	1275	6	4	89908	75339080	75428988	1
ENSG00000153774	CFDP1	16	-1	ENST00000564793	457	2	0	57693	75339080	75396773	0
ENSG00000252122	SNORA76	16	-1	ENST00000516313	135	0	-9	-9	-9	-9	1
ENSG00000166822	TMEM170A	16	-1	ENST00000561878	1072	2	0	12629	75485737	75498366	1
ENSG00000183196	CHST6	16	-1	ENST00000332272	2958	2	0	13049	75515789	75528838	1
ENSG00000135702	CHST5	16	-1	ENST00000336257	3245	2	0	1944	75567081	75569025	1
ENSG00000205084	TMEM231	16	-1	ENST00000398114	2952	5	0	9850	75579852	75589702	1
ENSG00000034713	GABARAPL2	16	1	ENST00000037243	1002	3	2	9070	75602107	75611177	1
ENSG00000065457	ADAT1	16	-1	ENST00000307921	1869	10	8	5053	75637069	75642122	1
ENSG00000065427	KARS	16	-1	ENST00000319410	2171	14	3	3637	75670445	75674082	1
ENSG00000166848	TERF2IP	16	1	ENST00000300086	2118	2	0	5721	75682450	75688171	1
ENSG00000166848	TERF2IP	16	1	ENST00000564671	547	2	0	103709	75690239	75793948	0
ENSG00000214325	AC025287.1	16	-1	ENST00000538623	456	2	0	3072	75730841	75733913	1
ENSG00000261424	ATP5F1P7	16	-1	ENST00000567330	760	0	-9	-9	-9	-9	1
ENSG00000199299	RNA5SP430	16	-1	ENST00000362429	110	0	-9	-9	-9	-9	1
ENSG00000244485	RPL18P13	16	-1	ENST00000478088	569	0	-9	-9	-9	-9	1
ENSG00000152910	CNTNAP4	16	1	ENST00000469589	4866	23	2	71941	76389408	76461349	0
ENSG00000252814	7SK	16	1	ENST00000517005	110	0	-9	-9	-9	-9	1
ENSG00000264645	AC010528.1	16	1	ENST00000580124	134	0	-9	-9	-9	-9	1
ENSG00000252022	SNORD33	16	-1	ENST00000516213	88	0	-9	-9	-9	-9	1
ENSG00000259995	CTD-2336H13.2	16	1	ENST00000567777	466	2	0	175876	76770376	76946252	1
ENSG00000260797	CTD-2336H13.1	16	-1	ENST00000568646	663	0	-9	-9	-9	-9	1
ENSG00000103111	MON1B	16	1	ENST00000248248	6091	5	4	2426	77229579	77232005	1
ENSG00000205078	SYCE1L	16	1	ENST00000378644	858	10	0	6929	77233409	77240338	1
ENSG00000226348	VN2R10P	16	1	ENST00000411871	853	0	-9	-9	-9	-9	1
ENSG00000140873	ADAMTS18	16	-1	ENST00000282849	5913	22	2	63572	77401620	77465192	1
ENSG00000140873	ADAMTS18	16	-1	ENST00000562345	556	2	0	63626	77401566	77465192	0
ENSG00000140873	ADAMTS18	16	-1	ENST00000569309	660	2	0	52316	77412876	77465192	0
ENSG00000216131	AC025284.1	16	-1	ENST00000401312	93	0	-9	-9	-9	-9	1
ENSG00000221226	AC092724.1	16	1	ENST00000408299	84	0	-9	-9	-9	-9	1
ENSG00000140876	NUDT7	16	1	ENST00000268533	1096	3	1	10244	77759481	77769725	1
ENSG00000171724	VAT1L	16	1	ENST00000302536	3825	8	6	87048	77918699	78005747	1
ENSG00000166509	CLEC3A	16	1	ENST00000299642	1971	2	0	5366	78056638	78062004	1
ENSG00000260731	KRT8P22	16	-1	ENST00000562317	1415	0	-9	-9	-9	-9	1
ENSG00000186153	WWOX	16	1	ENST00000566780	2482	8	4	222571	78198186	78420757	1
ENSG00000186153	WWOX	16	1	ENST00000566780	2482	8	7	778856	78466649	79245505	1
ENSG00000186153	WWOX	16	1	ENST00000402655	1594	4	3	1096454	78149051	79245505	0
ENSG00000186153	WWOX	16	1	ENST00000406884	1701	5	4	1047319	78198186	79245505	0
ENSG00000186153	WWOX	16	1	ENST00000539474	1670	5	3	641786	78149051	78790837	0
ENSG00000186153	WWOX	16	1	ENST00000539474	1670	5	4	454593	78790912	79245505	0
ENSG00000186153	WWOX	16	1	ENST00000566662	571	4	1	54348	78143732	78198080	0
ENSG00000186153	WWOX	16	1	ENST00000355860	710	5	4	114314	78198186	78312500	0
ENSG00000186153	WWOX	16	1	ENST00000408984	1227	9	7	258490	78466649	78725139	0
ENSG00000186153	WWOX	16	1	ENST00000408984	1227	9	8	89123	78725189	78814312	0
ENSG00000186153	WWOX	16	1	ENST00000561846	769	5	4	116552	78198186	78314738	0
ENSG00000186153	WWOX	16	1	ENST00000565791	1210	7	2	84683	78213683	78298366	0
ENSG00000260014	LSM3P5	16	1	ENST00000566307	306	0	-9	-9	-9	-9	1
ENSG00000243101	RPS3P7	16	1	ENST00000488662	726	0	-9	-9	-9	-9	1
ENSG00000268977	PIH1	16	-1	ENST00000594986	93	0	-9	-9	-9	-9	1
ENSG00000222244	RNA5SP431	16	1	ENST00000410312	120	0	-9	-9	-9	-9	1
ENSG00000178573	MAF	16	-1	ENST00000326043	2646	1	0	4232	79628450	79632682	1
ENSG00000221330	AC009159.1	16	-1	ENST00000408403	83	0	-9	-9	-9	-9	1
ENSG00000168589	DYNLRB2	16	1	ENST00000305904	497	3	1	6133	80577248	80583381	1
ENSG00000166446	CDYL2	16	-1	ENST00000299564	2353	6	0	119021	80719026	80838047	1
ENSG00000166446	CDYL2	16	-1	ENST00000299564	2353	6	1	51302	80667133	80718435	1
ENSG00000265341	AC092332.1	16	-1	ENST00000578212	103	0	-9	-9	-9	-9	1
ENSG00000260594	CTD-2055G21.1	16	1	ENST00000568437	452	2	1	3350	80772645	80775995	1
ENSG00000103121	CMC2	16	-1	ENST00000219400	947	3	1	15437	81015482	81030919	1
ENSG00000166451	CENPN	16	1	ENST00000393335	1556	10	0	4653	81040882	81045535	1
ENSG00000166454	ATMIN	16	1	ENST00000299575	4884	3	0	5150	81069811	81074961	1
ENSG00000166455	C16orf46	16	-1	ENST00000299578	1598	3	0	10855	81099886	81110741	1
ENSG00000140905	GCSH	16	-1	ENST00000315467	1552	4	0	5451	81124285	81129736	1
ENSG00000166473	DKFZP686J19100	16	-1	ENST00000337114	3427	17	2	6408	81242206	81248614	1
ENSG00000252608	U6	16	-1	ENST00000516799	107	0	-9	-9	-9	-9	1
ENSG00000269323	PKD1L2	16	-1	ENST00000599697	2976	17	2	6408	81242206	81248614	1
ENSG00000135697	BCMO1	16	1	ENST00000258168	2670	10	1	14073	81279208	81293281	1
ENSG00000127688	GAN	16	1	ENST00000248272	4695	10	0	36303	81348885	81385188	1
ENSG00000153815	CMIP	16	1	ENST00000537098	4357	20	0	162026	81479146	81641172	1
ENSG00000153815	CMIP	16	1	ENST00000539778	3937	20	0	112073	81529099	81641172	0
ENSG00000197943	PLCG2	16	1	ENST00000565054	912	5	2	68262	81819787	81888049	0
ENSG00000197943	PLCG2	16	1	ENST00000565400	823	4	0	55462	81832587	81888049	0
ENSG00000200543	7SK	16	1	ENST00000363673	318	0	-9	-9	-9	-9	1
ENSG00000184860	SDR42E1	16	-1	ENST00000328945	2805	2	0	10503	82034489	82044992	1
ENSG00000086696	HSD17B2	16	1	ENST00000199936	1455	4	0	32481	82069294	82101775	1
ENSG00000263636	AC138304.1	16	1	ENST00000577313	101	0	-9	-9	-9	-9	1
ENSG00000260161	CTD-2588J6.1	16	-1	ENST00000566728	1132	0	-9	-9	-9	-9	1
ENSG00000135698	MPHOSPH6	16	-1	ENST00000258169	1103	4	1	12568	82185119	82197687	1
ENSG00000261029	CTD-2588J6.2	16	1	ENST00000563841	424	1	0	5085	82203952	82209037	1
ENSG00000251888	7SK	16	-1	ENST00000516079	286	0	-9	-9	-9	-9	1
ENSG00000264502	AC024590.1	16	-1	ENST00000583568	73	0	-9	-9	-9	-9	1
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	0	231225	82660742	82891967	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	1	173537	82892078	83065615	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	2	93167	83065823	83158990	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	3	91844	83159106	83250950	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	4	127365	83251102	83378467	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	5	141471	83378611	83520082	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	6	115799	83520260	83636059	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	7	68196	83636199	83704395	0
ENSG00000140945	CDH13	16	1	ENST00000566620	4001	13	9	69647	83712066	83781713	0
ENSG00000140945	CDH13	16	1	ENST00000268613	2722	14	1	218897	82673070	82891967	1
ENSG00000140945	CDH13	16	1	ENST00000569144	583	4	3	147509	82918106	83065615	0
ENSG00000140945	CDH13	16	1	ENST00000562601	545	3	0	77925	82660742	82738667	0
ENSG00000140945	CDH13	16	1	ENST00000562601	545	3	1	153088	82738879	82891967	0
ENSG00000140945	CDH13	16	1	ENST00000568770	589	4	0	92225	82660742	82752967	0
ENSG00000140945	CDH13	16	1	ENST00000568770	589	4	1	138887	82753080	82891967	0
ENSG00000140945	CDH13	16	1	ENST00000568770	589	4	2	164540	82892078	83056618	0
ENSG00000140945	CDH13	16	1	ENST00000431540	831	4	3	55369	83159106	83214475	0
ENSG00000140945	CDH13	16	1	ENST00000428848	2195	12	2	185127	83065823	83250950	0
ENSG00000140945	CDH13	16	1	ENST00000539548	2199	12	1	266912	82892078	83158990	0
ENSG00000140945	CDH13	16	1	ENST00000569455	535	4	3	76689	82679937	82756626	0
ENSG00000140945	CDH13	16	1	ENST00000569454	877	5	0	105979	82959636	83065615	0
ENSG00000221395	AC099506.1	16	1	ENST00000408468	115	0	-9	-9	-9	-9	1
ENSG00000260832	CTD-3253I12.1	16	-1	ENST00000565238	1493	2	0	35379	82988352	83023731	1
ENSG00000222299	AC009142.1	16	-1	ENST00000410367	73	0	-9	-9	-9	-9	1
ENSG00000230989	HSBP1	16	1	ENST00000433866	2045	3	2	1996	83843030	83845026	1
ENSG00000103150	MLYCD	16	1	ENST00000262430	2194	4	0	7315	83933277	83940592	1
ENSG00000140961	OSGIN1	16	1	ENST00000361711	2230	5	0	8134	83983111	83991245	1
ENSG00000103154	NECAB2	16	1	ENST00000305202	1608	12	4	9367	84014732	84024099	1
ENSG00000166558	SLC38A8	16	-1	ENST00000299709	1308	9	4	6605	84056494	84063099	1
ENSG00000199350	RNA5SP432	16	-1	ENST00000362480	116	0	-9	-9	-9	-9	1
ENSG00000140943	MBTPS1	16	-1	ENST00000343411	4338	22	0	14628	84135712	84150340	1
ENSG00000103160	HSDL1	16	-1	ENST00000219439	3519	5	0	9475	84169210	84178685	1
ENSG00000154099	DNAAF1	16	1	ENST00000378553	2379	11	5	5988	84193401	84199389	1
ENSG00000103168	TAF1C	16	-1	ENST00000567759	3879	13	0	1841	84218666	84220507	1
ENSG00000140955	ADAD2	16	1	ENST00000268624	2283	10	0	2358	84225254	84227612	1
ENSG00000168418	KCNG4	16	-1	ENST00000308251	1629	2	1	13710	84256626	84270336	1
ENSG00000201361	RNA5SP433	16	-1	ENST00000364491	114	0	-9	-9	-9	-9	1
ENSG00000103175	WFDC1	16	1	ENST00000219454	1527	6	0	17846	84328721	84346567	1
ENSG00000064270	ATP2C2	16	1	ENST00000262429	3376	26	0	29785	84402320	84432105	1
ENSG00000140950	KIAA1609	16	-1	ENST00000343629	3392	7	0	6490	84531717	84538207	1
ENSG00000140950	KIAA1609	16	-1	ENST00000565079	557	3	0	55835	84531717	84587552	0
ENSG00000103187	COTL1	16	-1	ENST00000262428	1843	3	1	27239	84623868	84651107	1
ENSG00000135686	KLHL36	16	1	ENST00000564996	2173	4	1	5941	84684536	84690477	1
ENSG00000103194	USP10	16	1	ENST00000219473	3009	13	0	33324	84733717	84767041	1
ENSG00000103196	CRISPLD2	16	1	ENST00000262424	4584	14	0	18289	84853739	84872028	1
ENSG00000265249	AC025280.1	16	1	ENST00000584136	100	0	-9	-9	-9	-9	1
ENSG00000153786	ZDHHC7	16	-1	ENST00000564466	1488	8	0	15279	85029613	85044892	1
ENSG00000135709	KIAA0513	16	1	ENST00000566428	7772	12	1	4383	85101006	85105389	1
ENSG00000153789	FAM92B	16	-1	ENST00000539556	1897	8	5	3000	85135933	85138933	1
ENSG00000262601	CTC-786C10.1	16	1	ENST00000574293	777	1	0	13312	85205413	85218725	1
ENSG00000264203	AC092377.1	16	-1	ENST00000582003	70	0	-9	-9	-9	-9	1
ENSG00000260417	CTD-2542L18.1	16	1	ENST00000567093	3455	0	-9	-9	-9	-9	1
ENSG00000131149	GSE1	16	1	ENST00000253458	7495	15	0	20516	85647004	85667520	1
ENSG00000131153	GINS2	16	-1	ENST00000253462	2673	4	1	5779	85715287	85721066	1
ENSG00000154102	C16orf74	16	-1	ENST00000602758	779	1	0	60149	85724383	85784532	0
ENSG00000154102	C16orf74	16	-1	ENST00000284245	906	3	1	24883	85743913	85768796	1
ENSG00000131148	EMC8	16	-1	ENST00000253457	1962	4	0	10015	85822656	85832671	1
ENSG00000252311	U1	16	-1	ENST00000516502	125	0	-9	-9	-9	-9	1
ENSG00000131143	COX4I1	16	1	ENST00000562336	873	4	1	3659	85834884	85838543	1
ENSG00000140968	IRF8	16	1	ENST00000268638	3030	8	1	5801	85936795	85942596	1
ENSG00000199949	Y_RNA	16	-1	ENST00000363079	94	0	-9	-9	-9	-9	1
ENSG00000268388	FENDRR	16	-1	ENST00000595886	3095	3	0	29899	86512362	86542261	1
ENSG00000103241	FOXF1	16	1	ENST00000262426	2568	1	0	1377	86545154	86546531	1
ENSG00000103248	MTHFSD	16	-1	ENST00000360900	3013	7	6	9216	86566087	86575303	1
